InventoryId,Store,Brand,Description,Size,SalesQuantity,SalesDollars,SalesPrice,SalesDate,Volume,Classification,ExciseTax,VendorNo,VendorName
1_HARDERSFIELD_18565,1,18565,Red Diamond Pnt Nr,750mL,1,11.99,11.99,2024-01-19,750.0,2,0.11,8673,STE MICHELLE WINE ESTATES  
1_HARDERSFIELD_18565,1,18565,Red Diamond Pnt Nr,750mL,1,11.99,11.99,2024-01-30,750.0,2,0.11,8673,STE MICHELLE WINE ESTATES  
1_HARDERSFIELD_18571,1,18571,Sterling Vyd Aromatic White,750mL,1,9.99,9.99,2024-01-23,750.0,2,0.11,1590,DIAGEO CHATEAU ESTATE WINES
1_HARDERSFIELD_18571,1,18571,Sterling Vyd Aromatic White,750mL,1,9.99,9.99,2024-01-29,750.0,2,0.11,1590,DIAGEO CHATEAU ESTATE WINES
1_HARDERSFIELD_18575,1,18575,Sartori Amarone,750mL,1,39.99,39.99,2024-01-22,750.0,2,0.11,516,BANFI PRODUCTS CORP        
1_HARDERSFIELD_18585,1,18585,James L'Escargot Svgn Blanc,750mL,3,44.97,14.99,2024-01-23,750.0,2,0.34,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_18592,1,18592,Deadbolt Red,750mL,2,19.98,9.99,2024-01-07,750.0,2,0.22,17035,PERNOD RICARD USA          
1_HARDERSFIELD_18592,1,18592,Deadbolt Red,750mL,1,9.99,9.99,2024-01-08,750.0,2,0.11,17035,PERNOD RICARD USA          
1_HARDERSFIELD_18592,1,18592,Deadbolt Red,750mL,1,9.99,9.99,2024-01-16,750.0,2,0.11,17035,PERNOD RICARD USA          
1_HARDERSFIELD_18592,1,18592,Deadbolt Red,750mL,1,9.99,9.99,2024-01-23,750.0,2,0.11,17035,PERNOD RICARD USA          
1_HARDERSFIELD_18592,1,18592,Deadbolt Red,750mL,1,9.99,9.99,2024-01-29,750.0,2,0.11,17035,PERNOD RICARD USA          
1_HARDERSFIELD_18592,1,18592,Deadbolt Red,750mL,5,49.95,9.99,2024-01-30,750.0,2,0.56,17035,PERNOD RICARD USA          
1_HARDERSFIELD_18593,1,18593,Barefoot Bubbly Red Moscato,750mL,1,9.99,9.99,2024-01-10,750.0,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_18593,1,18593,Barefoot Bubbly Red Moscato,750mL,1,9.99,9.99,2024-01-19,750.0,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_18593,1,18593,Barefoot Bubbly Red Moscato,750mL,4,39.96,9.99,2024-01-27,750.0,2,0.45,3252,E & J GALLO WINERY         
1_HARDERSFIELD_18601,1,18601,Bocelli Prosecco,750mL,1,18.99,18.99,2024-01-06,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_18617,1,18617,Picket Fence Chard RRV,750mL,7,90.93,12.99,2024-01-29,750.0,2,0.79,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_18617,1,18617,Picket Fence Chard RRV,750mL,1,12.99,12.99,2024-01-30,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_18618,1,18618,Picket Fence Pnt Nr RRV,750mL,1,15.99,15.99,2024-01-16,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_1862,1,1862,John Power Irish Whiskey,750mL,1,25.99,25.99,2024-01-06,750.0,1,0.79,17035,PERNOD RICARD USA          
1_HARDERSFIELD_1862,1,1862,John Power Irish Whiskey,750mL,1,25.99,25.99,2024-01-08,750.0,1,0.79,17035,PERNOD RICARD USA          
1_HARDERSFIELD_18628,1,18628,Viberti Bricco Airoli,750mL,1,28.99,28.99,2024-01-29,750.0,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
1_HARDERSFIELD_18638,1,18638,Waterstone Cab Svgn,750mL,1,24.99,24.99,2024-01-01,750.0,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
1_HARDERSFIELD_18638,1,18638,Waterstone Cab Svgn,750mL,1,24.99,24.99,2024-01-21,750.0,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
1_HARDERSFIELD_18641,1,18641,Yellow Tail Big Bold Red,1.5L,6,53.7,8.95,2024-01-02,1500.0,2,1.35,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_18641,1,18641,Yellow Tail Big Bold Red,1.5L,1,14.99,14.99,2024-01-09,1500.0,2,0.22,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_18641,1,18641,Yellow Tail Big Bold Red,1.5L,1,14.99,14.99,2024-01-15,1500.0,2,0.22,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_18641,1,18641,Yellow Tail Big Bold Red,1.5L,1,14.99,14.99,2024-01-17,1500.0,2,0.22,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_18641,1,18641,Yellow Tail Big Bold Red,1.5L,1,14.99,14.99,2024-01-18,1500.0,2,0.22,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_18642,1,18642,Yellow Tail Pink Moscato,1.5L,1,8.95,8.95,2024-01-02,1500.0,2,0.22,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_18642,1,18642,Yellow Tail Pink Moscato,1.5L,1,14.99,14.99,2024-01-13,1500.0,2,0.22,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_18642,1,18642,Yellow Tail Pink Moscato,1.5L,1,14.99,14.99,2024-01-22,1500.0,2,0.22,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_1867,1,1867,Jack Daniels Tennessee Honey,50mL,1,2.99,2.99,2024-01-01,50.0,1,0.05,1128,BROWN-FORMAN CORP          
1_HARDERSFIELD_1867,1,1867,Jack Daniels Tennessee Honey,50mL,1,2.99,2.99,2024-01-02,50.0,1,0.05,1128,BROWN-FORMAN CORP          
1_HARDERSFIELD_1867,1,1867,Jack Daniels Tennessee Honey,50mL,2,5.98,2.99,2024-01-08,50.0,1,0.1,1128,BROWN-FORMAN CORP          
1_HARDERSFIELD_1867,1,1867,Jack Daniels Tennessee Honey,50mL,1,2.99,2.99,2024-01-09,50.0,1,0.05,1128,BROWN-FORMAN CORP          
1_HARDERSFIELD_1867,1,1867,Jack Daniels Tennessee Honey,50mL,3,8.97,2.99,2024-01-10,50.0,1,0.16,1128,BROWN-FORMAN CORP          
1_HARDERSFIELD_1867,1,1867,Jack Daniels Tennessee Honey,50mL,2,5.98,2.99,2024-01-13,50.0,1,0.1,1128,BROWN-FORMAN CORP          
1_HARDERSFIELD_1867,1,1867,Jack Daniels Tennessee Honey,50mL,1,2.99,2.99,2024-01-14,50.0,1,0.05,1128,BROWN-FORMAN CORP          
1_HARDERSFIELD_1867,1,1867,Jack Daniels Tennessee Honey,50mL,1,2.99,2.99,2024-01-16,50.0,1,0.05,1128,BROWN-FORMAN CORP          
1_HARDERSFIELD_1867,1,1867,Jack Daniels Tennessee Honey,50mL,1,2.99,2.99,2024-01-18,50.0,1,0.05,1128,BROWN-FORMAN CORP          
1_HARDERSFIELD_1867,1,1867,Jack Daniels Tennessee Honey,50mL,2,5.98,2.99,2024-01-21,50.0,1,0.1,1128,BROWN-FORMAN CORP          
1_HARDERSFIELD_1867,1,1867,Jack Daniels Tennessee Honey,50mL,2,5.98,2.99,2024-01-22,50.0,1,0.1,1128,BROWN-FORMAN CORP          
1_HARDERSFIELD_1867,1,1867,Jack Daniels Tennessee Honey,50mL,3,8.97,2.99,2024-01-29,50.0,1,0.16,1128,BROWN-FORMAN CORP          
1_HARDERSFIELD_1867,1,1867,Jack Daniels Tennessee Honey,50mL,1,2.99,2.99,2024-01-30,50.0,1,0.05,1128,BROWN-FORMAN CORP          
1_HARDERSFIELD_1867,1,1867,Jack Daniels Tennessee Honey,50mL,1,2.99,2.99,2024-01-31,50.0,1,0.05,1128,BROWN-FORMAN CORP          
1_HARDERSFIELD_1868,1,1868,Lagavulin Single Malt 16-Yr,750mL,1,73.99,73.99,2024-01-09,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_1868,1,1868,Lagavulin Single Malt 16-Yr,750mL,1,73.99,73.99,2024-01-16,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_1868,1,1868,Lagavulin Single Malt 16-Yr,750mL,1,73.99,73.99,2024-01-19,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_1868,1,1868,Lagavulin Single Malt 16-Yr,750mL,1,73.99,73.99,2024-01-30,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_1869,1,1869,Oban 14-Yr Single Malt,750mL,1,57.99,57.99,2024-01-01,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_1869,1,1869,Oban 14-Yr Single Malt,750mL,1,61.99,61.99,2024-01-20,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_1869,1,1869,Oban 14-Yr Single Malt,750mL,1,61.99,61.99,2024-01-22,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_1869,1,1869,Oban 14-Yr Single Malt,750mL,1,61.99,61.99,2024-01-23,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_1869,1,1869,Oban 14-Yr Single Malt,750mL,1,61.99,61.99,2024-01-28,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_1869,1,1869,Oban 14-Yr Single Malt,750mL,1,61.99,61.99,2024-01-30,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_1870,1,1870,Oban Distiller's Edition,750mL,1,79.99,79.99,2024-01-10,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_1874,1,1874,Bruichladdich Octomore 61,750mL,1,109.99,109.99,2024-01-26,750.0,1,0.79,7239,REMY COINTREAU USA INC     
1_HARDERSFIELD_18741,1,18741,Ca'Momi Pinot Noir Napa Vall,750mL,1,17.99,17.99,2024-01-23,750.0,2,0.11,10754,PERFECTA WINES             
1_HARDERSFIELD_18747,1,18747,Ca'Momi Rosso di Napa,750mL,12,119.88,9.99,2024-01-29,750.0,2,1.35,10754,PERFECTA WINES             
1_HARDERSFIELD_18748,1,18748,Ca'Momi Bianco di Napa,750mL,1,8.29,8.29,2024-01-31,750.0,2,0.11,10754,PERFECTA WINES             
1_HARDERSFIELD_1875,1,1875,Bushmills Black Bush,750mL,1,28.99,28.99,2024-01-02,750.0,1,0.79,7245,PROXIMO SPIRITS INC.       
1_HARDERSFIELD_1875,1,1875,Bushmills Black Bush,750mL,1,28.99,28.99,2024-01-03,750.0,1,0.79,7245,PROXIMO SPIRITS INC.       
1_HARDERSFIELD_1875,1,1875,Bushmills Black Bush,750mL,1,31.99,31.99,2024-01-15,750.0,1,0.79,7245,PROXIMO SPIRITS INC.       
1_HARDERSFIELD_18758,1,18758,Mouton Cadet Sauvignon Blanc,750mL,1,10.99,10.99,2024-01-08,750.0,2,0.11,1392,CONSTELLATION BRANDS INC   
1_HARDERSFIELD_18758,1,18758,Mouton Cadet Sauvignon Blanc,750mL,1,10.99,10.99,2024-01-21,750.0,2,0.11,1392,CONSTELLATION BRANDS INC   
1_HARDERSFIELD_18758,1,18758,Mouton Cadet Sauvignon Blanc,750mL,2,21.98,10.99,2024-01-30,750.0,2,0.22,1392,CONSTELLATION BRANDS INC   
1_HARDERSFIELD_18778,1,18778,Once Upon A Vine Pnt Nr,750mL,1,11.99,11.99,2024-01-08,750.0,2,0.11,1590,DIAGEO CHATEAU ESTATE WINES
1_HARDERSFIELD_18778,1,18778,Once Upon A Vine Pnt Nr,750mL,1,11.99,11.99,2024-01-19,750.0,2,0.11,1590,DIAGEO CHATEAU ESTATE WINES
1_HARDERSFIELD_18778,1,18778,Once Upon A Vine Pnt Nr,750mL,2,23.98,11.99,2024-01-21,750.0,2,0.22,1590,DIAGEO CHATEAU ESTATE WINES
1_HARDERSFIELD_18778,1,18778,Once Upon A Vine Pnt Nr,750mL,3,35.97,11.99,2024-01-23,750.0,2,0.34,1590,DIAGEO CHATEAU ESTATE WINES
1_HARDERSFIELD_18778,1,18778,Once Upon A Vine Pnt Nr,750mL,3,35.97,11.99,2024-01-30,750.0,2,0.34,1590,DIAGEO CHATEAU ESTATE WINES
1_HARDERSFIELD_1878,1,1878,Jim Beam White BBQ Sauce Pak,750mL,1,14.49,14.49,2024-01-23,750.0,1,0.79,12546,JIM BEAM BRANDS COMPANY    
1_HARDERSFIELD_18787,1,18787,Rio Madre Rioja Graciano,750mL,1,11.99,11.99,2024-01-03,750.0,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_18787,1,18787,Rio Madre Rioja Graciano,750mL,1,11.99,11.99,2024-01-06,750.0,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_18787,1,18787,Rio Madre Rioja Graciano,750mL,1,11.99,11.99,2024-01-07,750.0,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_18787,1,18787,Rio Madre Rioja Graciano,750mL,1,11.99,11.99,2024-01-10,750.0,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_18787,1,18787,Rio Madre Rioja Graciano,750mL,1,11.99,11.99,2024-01-15,750.0,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_18787,1,18787,Rio Madre Rioja Graciano,750mL,1,11.99,11.99,2024-01-17,750.0,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_18787,1,18787,Rio Madre Rioja Graciano,750mL,1,11.99,11.99,2024-01-19,750.0,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_1880,1,1880,The Glenlivet Nadurra 16 Yr,750mL,1,72.99,72.99,2024-01-07,750.0,1,0.79,17035,PERNOD RICARD USA          
1_HARDERSFIELD_18800,1,18800,Haunting Whisper DeChaunac,750mL,1,11.99,11.99,2024-01-10,750.0,2,0.11,90052,HAUNTING WHISPER VYDS      
1_HARDERSFIELD_18812,1,18812,Sweet Baby Vyds Strawberry,750mL,1,12.49,12.49,2024-01-17,750.0,2,0.11,90056,SWEET BABY VINEYARD        
1_HARDERSFIELD_18812,1,18812,Sweet Baby Vyds Strawberry,750mL,1,12.49,12.49,2024-01-31,750.0,2,0.11,90056,SWEET BABY VINEYARD        
1_HARDERSFIELD_18813,1,18813,Sweet Baby Vyds Raspberry,375mL,12,143.88,11.99,2024-01-29,375.0,2,0.68,90056,SWEET BABY VINEYARD        
1_HARDERSFIELD_18817,1,18817,The Dreaming Tree Everyday,750mL,1,14.99,14.99,2024-01-09,750.0,2,0.11,1392,CONSTELLATION BRANDS INC   
1_HARDERSFIELD_18817,1,18817,The Dreaming Tree Everyday,750mL,1,14.99,14.99,2024-01-29,750.0,2,0.11,1392,CONSTELLATION BRANDS INC   
1_HARDERSFIELD_1883,1,1883,Seagrams 7 Crown,1.75L,1,17.99,17.99,2024-01-02,1750.0,1,1.84,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_1883,1,1883,Seagrams 7 Crown,1.75L,3,53.97,17.99,2024-01-03,1750.0,1,5.51,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_1883,1,1883,Seagrams 7 Crown,1.75L,4,71.96,17.99,2024-01-05,1750.0,1,7.35,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_1883,1,1883,Seagrams 7 Crown,1.75L,1,17.99,17.99,2024-01-06,1750.0,1,1.84,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_1883,1,1883,Seagrams 7 Crown,1.75L,1,17.99,17.99,2024-01-07,1750.0,1,1.84,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_1883,1,1883,Seagrams 7 Crown,1.75L,2,35.98,17.99,2024-01-08,1750.0,1,3.67,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_1883,1,1883,Seagrams 7 Crown,1.75L,1,17.99,17.99,2024-01-09,1750.0,1,1.84,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_1883,1,1883,Seagrams 7 Crown,1.75L,2,35.98,17.99,2024-01-10,1750.0,1,3.67,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_1883,1,1883,Seagrams 7 Crown,1.75L,3,53.97,17.99,2024-01-12,1750.0,1,5.51,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_1883,1,1883,Seagrams 7 Crown,1.75L,3,53.97,17.99,2024-01-13,1750.0,1,5.51,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_1883,1,1883,Seagrams 7 Crown,1.75L,1,17.99,17.99,2024-01-18,1750.0,1,1.84,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_1883,1,1883,Seagrams 7 Crown,1.75L,1,17.99,17.99,2024-01-19,1750.0,1,1.84,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_1883,1,1883,Seagrams 7 Crown,1.75L,2,35.98,17.99,2024-01-21,1750.0,1,3.67,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_1883,1,1883,Seagrams 7 Crown,1.75L,2,35.98,17.99,2024-01-22,1750.0,1,3.67,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_1883,1,1883,Seagrams 7 Crown,1.75L,1,17.99,17.99,2024-01-23,1750.0,1,1.84,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_1883,1,1883,Seagrams 7 Crown,1.75L,1,17.99,17.99,2024-01-26,1750.0,1,1.84,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_1883,1,1883,Seagrams 7 Crown,1.75L,3,53.97,17.99,2024-01-27,1750.0,1,5.51,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_1883,1,1883,Seagrams 7 Crown,1.75L,1,17.99,17.99,2024-01-28,1750.0,1,1.84,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_18835,1,18835,Don Miguel Gascon Colosal Rd,750mL,1,11.99,11.99,2024-01-09,750.0,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_18835,1,18835,Don Miguel Gascon Colosal Rd,750mL,1,11.99,11.99,2024-01-14,750.0,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_18835,1,18835,Don Miguel Gascon Colosal Rd,750mL,3,35.97,11.99,2024-01-15,750.0,2,0.34,3252,E & J GALLO WINERY         
1_HARDERSFIELD_18835,1,18835,Don Miguel Gascon Colosal Rd,750mL,2,23.98,11.99,2024-01-16,750.0,2,0.22,3252,E & J GALLO WINERY         
1_HARDERSFIELD_18835,1,18835,Don Miguel Gascon Colosal Rd,750mL,1,11.99,11.99,2024-01-28,750.0,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_18835,1,18835,Don Miguel Gascon Colosal Rd,750mL,2,23.98,11.99,2024-01-29,750.0,2,0.22,3252,E & J GALLO WINERY         
1_HARDERSFIELD_18856,1,18856,Barefoot Refresh Sweet White,750mL,3,17.97,5.99,2024-01-10,750.0,2,0.34,3252,E & J GALLO WINERY         
1_HARDERSFIELD_18856,1,18856,Barefoot Refresh Sweet White,750mL,2,11.98,5.99,2024-01-17,750.0,2,0.22,3252,E & J GALLO WINERY         
1_HARDERSFIELD_18856,1,18856,Barefoot Refresh Sweet White,750mL,3,17.97,5.99,2024-01-22,750.0,2,0.34,3252,E & J GALLO WINERY         
1_HARDERSFIELD_18856,1,18856,Barefoot Refresh Sweet White,750mL,2,11.98,5.99,2024-01-24,750.0,2,0.22,3252,E & J GALLO WINERY         
1_HARDERSFIELD_18856,1,18856,Barefoot Refresh Sweet White,750mL,1,5.99,5.99,2024-01-29,750.0,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_18856,1,18856,Barefoot Refresh Sweet White,750mL,2,11.98,5.99,2024-01-30,750.0,2,0.22,3252,E & J GALLO WINERY         
1_HARDERSFIELD_18857,1,18857,Barefoot Refresh Crisp White,750mL,1,5.99,5.99,2024-01-05,750.0,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_18857,1,18857,Barefoot Refresh Crisp White,750mL,1,5.99,5.99,2024-01-06,750.0,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_18857,1,18857,Barefoot Refresh Crisp White,750mL,1,5.99,5.99,2024-01-07,750.0,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_18857,1,18857,Barefoot Refresh Crisp White,750mL,1,5.99,5.99,2024-01-11,750.0,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_18857,1,18857,Barefoot Refresh Crisp White,750mL,1,5.99,5.99,2024-01-12,750.0,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_18857,1,18857,Barefoot Refresh Crisp White,750mL,2,11.98,5.99,2024-01-13,750.0,2,0.22,3252,E & J GALLO WINERY         
1_HARDERSFIELD_18857,1,18857,Barefoot Refresh Crisp White,750mL,1,5.99,5.99,2024-01-15,750.0,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_18857,1,18857,Barefoot Refresh Crisp White,750mL,1,5.99,5.99,2024-01-18,750.0,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_18857,1,18857,Barefoot Refresh Crisp White,750mL,1,5.99,5.99,2024-01-19,750.0,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_18857,1,18857,Barefoot Refresh Crisp White,750mL,1,5.99,5.99,2024-01-20,750.0,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_18857,1,18857,Barefoot Refresh Crisp White,750mL,1,5.99,5.99,2024-01-21,750.0,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_18857,1,18857,Barefoot Refresh Crisp White,750mL,4,23.96,5.99,2024-01-22,750.0,2,0.45,3252,E & J GALLO WINERY         
1_HARDERSFIELD_18857,1,18857,Barefoot Refresh Crisp White,750mL,1,5.99,5.99,2024-01-27,750.0,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_18857,1,18857,Barefoot Refresh Crisp White,750mL,1,5.99,5.99,2024-01-28,750.0,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_18857,1,18857,Barefoot Refresh Crisp White,750mL,2,11.98,5.99,2024-01-29,750.0,2,0.22,3252,E & J GALLO WINERY         
1_HARDERSFIELD_18859,1,18859,Mercat Brut Nature,750mL,12,179.88,14.99,2024-01-29,750.0,2,1.35,9552,M S WALKER INC             
1_HARDERSFIELD_1886,1,1886,Seagrams 7 Crown,750mL,1,10.99,10.99,2024-01-07,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_1886,1,1886,Seagrams 7 Crown,750mL,1,10.99,10.99,2024-01-08,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_1886,1,1886,Seagrams 7 Crown,750mL,1,10.99,10.99,2024-01-23,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_1886,1,1886,Seagrams 7 Crown,750mL,1,10.99,10.99,2024-01-31,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_18860,1,18860,Barefoot Refresh Summer Red,750mL,2,11.98,5.99,2024-01-22,750.0,2,0.22,3252,E & J GALLO WINERY         
1_HARDERSFIELD_18865,1,18865,Mirafiore Barolo,750mL,1,35.99,35.99,2024-01-22,750.0,2,0.11,10754,PERFECTA WINES             
1_HARDERSFIELD_18865,1,18865,Mirafiore Barolo,750mL,1,35.99,35.99,2024-01-30,750.0,2,0.11,10754,PERFECTA WINES             
1_HARDERSFIELD_18868,1,18868,Josh Cellars Merlot,750mL,1,13.99,13.99,2024-01-02,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_18868,1,18868,Josh Cellars Merlot,750mL,2,31.98,15.99,2024-01-08,750.0,2,0.22,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_18868,1,18868,Josh Cellars Merlot,750mL,1,15.99,15.99,2024-01-18,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_18868,1,18868,Josh Cellars Merlot,750mL,1,15.99,15.99,2024-01-20,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_18868,1,18868,Josh Cellars Merlot,750mL,1,15.99,15.99,2024-01-25,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_18868,1,18868,Josh Cellars Merlot,750mL,1,15.99,15.99,2024-01-29,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_18868,1,18868,Josh Cellars Merlot,750mL,12,191.88,15.99,2024-01-31,750.0,2,1.35,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_18879,1,18879,LaBelle Winery Seyval Blanc,750mL,1,14.99,14.99,2024-01-16,750.0,2,0.11,90032,LABELLE VYDS AND WINERY    
1_HARDERSFIELD_18879,1,18879,LaBelle Winery Seyval Blanc,750mL,1,14.99,14.99,2024-01-31,750.0,2,0.11,90032,LABELLE VYDS AND WINERY    
1_HARDERSFIELD_18881,1,18881,Middle Sister Pnt Nr Goodie,750mL,2,19.98,9.99,2024-01-06,750.0,2,0.22,9165,ULTRA BEVERAGE COMPANY LLP 
1_HARDERSFIELD_18881,1,18881,Middle Sister Pnt Nr Goodie,750mL,1,9.99,9.99,2024-01-17,750.0,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
1_HARDERSFIELD_18881,1,18881,Middle Sister Pnt Nr Goodie,750mL,1,9.99,9.99,2024-01-23,750.0,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
1_HARDERSFIELD_18881,1,18881,Middle Sister Pnt Nr Goodie,750mL,1,9.99,9.99,2024-01-25,750.0,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
1_HARDERSFIELD_18881,1,18881,Middle Sister Pnt Nr Goodie,750mL,2,19.98,9.99,2024-01-29,750.0,2,0.22,9165,ULTRA BEVERAGE COMPANY LLP 
1_HARDERSFIELD_18893,1,18893,19 Crimes Red,750mL,2,19.98,9.99,2024-01-02,750.0,2,0.22,9819,TREASURY WINE ESTATES      
1_HARDERSFIELD_18893,1,18893,19 Crimes Red,750mL,1,9.99,9.99,2024-01-03,750.0,2,0.11,9819,TREASURY WINE ESTATES      
1_HARDERSFIELD_18893,1,18893,19 Crimes Red,750mL,2,19.98,9.99,2024-01-06,750.0,2,0.22,9819,TREASURY WINE ESTATES      
1_HARDERSFIELD_18893,1,18893,19 Crimes Red,750mL,12,119.88,9.99,2024-01-07,750.0,2,1.35,9819,TREASURY WINE ESTATES      
1_HARDERSFIELD_18893,1,18893,19 Crimes Red,750mL,1,9.99,9.99,2024-01-09,750.0,2,0.11,9819,TREASURY WINE ESTATES      
1_HARDERSFIELD_18893,1,18893,19 Crimes Red,750mL,1,9.99,9.99,2024-01-10,750.0,2,0.11,9819,TREASURY WINE ESTATES      
1_HARDERSFIELD_18893,1,18893,19 Crimes Red,750mL,3,29.97,9.99,2024-01-15,750.0,2,0.34,9819,TREASURY WINE ESTATES      
1_HARDERSFIELD_18893,1,18893,19 Crimes Red,750mL,13,129.87,9.99,2024-01-16,750.0,2,1.46,9819,TREASURY WINE ESTATES      
1_HARDERSFIELD_18893,1,18893,19 Crimes Red,750mL,1,9.99,9.99,2024-01-17,750.0,2,0.11,9819,TREASURY WINE ESTATES      
1_HARDERSFIELD_18893,1,18893,19 Crimes Red,750mL,1,9.99,9.99,2024-01-19,750.0,2,0.11,9819,TREASURY WINE ESTATES      
1_HARDERSFIELD_18893,1,18893,19 Crimes Red,750mL,2,19.98,9.99,2024-01-21,750.0,2,0.22,9819,TREASURY WINE ESTATES      
